"Pretty much everything he has done so far shows he is trying to help people personally I got denied insurance because of past conditions this is wrong he is also going to make it more affordable by giving discounts to people when a lot go thru the same place He has to work with 100 s of people to try to get things done Romney said he promised this and that and has not done it I know it takes time to work things out and I support him","","","pretty much everything he stands for and the way he explains his points He wants to cut the obama health care plan and it is a good plan x He doesn t want to raise taxes on rich people but still plans to cut a bunch of taxes somewhere and does not tell us how x His running mate talked about the whole rape issue","Womans rights they are pro womens rights generally pro choice they have a better view of the economy and how to handle it and they usually try to work together with the republicans and try to give some compromise","that their symbol is a donkey","Some of themn are actually willing to work with the democrats x","Their vews on womans choice womans rights in general they tend to kind of put that out x"
"I d rather have someone I know rather than someone I don t know and he s already there I don t like Rommney s plan to take away BS or Planned Parent Hood","","","His plan regarding Planned Parenthood and PBS","","","",""
"He is primarily focused onthe middle class which is where i am at and he has values that I agree with","the fact that he did not get much done in the last 4 yrs promises not kept the immigration laws he said he was going to","","He seems like another George Bush gear towards the upper class He puts tomuch religion in his political views","Focused on the health care for the middle class","","our econmy always seems to grow when the rep are in charge but so does the debt","large focus on upper class greater debt to the country when they are in charge very little concern to the lower and middle class"
"As far as terriorism he did a great job with terriorisme The economy is not taking an upward rise I think the economy is getting better He is for the rich giving more taxes than the less fortuante He is holding the rich to pay taxes less tax breaks for the rich and not taxing the middle class And he likes Big Bird he is not anti big bird So many tax breaks are given for the rich less tax breaks for the rich","","","","I feel they are for the people and not the wealthy The people of color and for the improverished and that they would fight for those sense of worth They take into consideration regardless of people status or color they matter And they are pro advanceof their persuit of happiness NO","","","They are in their own favor They favor the rich the rich upper class And through hell or high water do what is best for that party and not particularly for anybody else N0"
"","","","deportacion de inmigrantes es todo","","","",""
"i think that he actually comes off stronger than people give him credit for he has a lot of insight he came off weaker at the beginning of his debates but he came off stronger towards the end he has a strong character no","","","a lot of his policies and his attitude no","I agree with the stuff that they say the health stuff I like the way that they present things more than the republican party does I like the way that Obama presented things during the debate more than Mitt I feel safer no","","","i don t like all of their different points that they try to bring across to the public and some of their comments i don t like either no"
"His social policies A true family man he is doing a good job and should have four more years nothing else","","","His agenda is opposite of everything that I need to make it in life I dislike his views in economic policy nothing else","The presentation of their message and it s encoraging way","They can be doing a lot more to help the President","They are organized and support their own nothing else","They refuse to engage in actual discourse nothing else"
"His views on gay marriage his policies on higher education nothing else","Not sure if he can approve the economy in the next four years In general if he can uphold his promises in the next four years nothing else","He is a buisnessman nothing else","He does not know how to keep religion and state separate I don t like Paul Ryan I don t believe he represents women and what they wnat or need in society nothing else","Keep church and state separate they address issues more in a positive way for people in my situation a single parent household low income and female nothing esle","They can be a little to liberal sometimes The party in general talks a little more talk than they get action done nothing else","Boardary control policies nothing else","Very religiious and very conservative and do not separate the two enough nothing else"
"He has good ideas he was good during his 1st term nothing else","","","He seems confused nothing else","They are fast in decision making they take action when necessary nothing else","","","they are slow to take actions nothing else"
"he s a democrat and i think he s been a good president i like the way he conducts himself he is a very competent person he s got a chance to be a great president i like him and what he s doing he s a democrat and I m one too no","","","he s a republican i m a democrat i don t know too much about him so i wouldn t vote for him i like obama no","they favor the poor people regular people no","","","i don t like them becasue they are in favor of the rich people and organized business and labor i just don t like them no"
"Healthcare AO No","","","Women s rights AO No","Social care AO women s rights national healthcare AO No","Congress lockouts AO Weak will AO No","Lower taxes AO No","The right to abortion AO The immigration laws AO No"
"The only reason is because he was there before that s it he was the president","Whatever he promised before he s not going to do again he promised so many things","The only thing is he s honest I can see through his eyes for some reason he s honest","only that he s Mormon that s it","the only thing I like is that they think about inside of the country the Republicans care outside of the country","they enlarge the government I do not like that is not for this country because then they control you","their openness that s it you can open a small business work in the private sector they help small people like us to improve","they like to fight go to war when I came to this country I saw that they create jobs by war with the war in Iran and Irag I saw many coffins when I returned to go home they re just young kids people would come to claim their kids they would have a memorial service I hate war"
"","the fact that he signed the national defense authorization act and obamacare","","the fact that he is supported by many banks by campaign contributions","not the party itself a couple of the members","they seem generally unwilling to role back the welfare state and they support Barack Obama","I like a couple of their members and what they stand for I do not like their actions Actions of the Republican party as a whole and their aggressive foreign policy no","the fact that they were involved in election fraud during the nomination of their presidential candidate the fact that they were willing to settle for Mitt Romney just to get rid of Barack Obama"
"i like his stances on social politics im pro choice and pro gay marriag and equoiaol for everyoniel i work in health care and there are parts of his plan that i aree with and parts that i donot but overall i think its a good plan","i think that parts of his health care plans i don t oike romeny has a way that might5 low the cost in a more effecient way than obamas plan since nothing has been implelmented not sure if its giong to work its still a mystery conservatives are usually against the bill but we havent had the chance to see it work i do believe that everyone should have helath insureance we are required to have car insurance we should also hav health insurance","his stance on health care is intersesting to cretat a compt tolower prices between insu companies I toalk to some people and thing that could actually work","his stances on social politics that he would reverse row vs wade end funding to pallnne parent hoood imp pro choice to apoint i doint think abortion shouyd be used as a form of birth control that includes a crunch on women to get like cancer scrreenigns and cancer treatments and drugs and screenings i don t really agere with stance on gay marriage withc come from his realigs backrgour which is fine becuse im for religious freedome but there should be seperation between church and state I talked ot my dad instead of giving deducibles to famieli he want to give them something like 2500 vouchers to people idon t think its the best way to go becuase people with children need those deductions with c cause they don t make enought it doesn t add up i think it will end up cossting a family more","sometiimes its hard to tell bcause of comappighn commeridciao they direct them dtowo people who are easily infuenced ithting they are small govt and small businesses and more for civil rights they have a better stancon on socile isssu and envitomeintal issure they promot scheeici inad technoly researadch more it seems like","think just the way they are viewed poepl think they are real live hippie shtat smoke weed and carefree and don t carae about the govt they are liberals that do acat that way and teveryone is put in that categoty if one person liek a clellitb outlandinsh it puts the democratic party as outlandish","i think i like theri conservatve stance expeciall on family values more i thingk tend to be mroe moderaitat iam religouis conservatives prtect that mroe relightous freedome which i appreciate","they can be narrow minded and stubborn im not saying livberal canat be that ways either theya re very staunch in theri beliefs which is theri stubborness i feel when tey dont bakc science and technology reserach as much when tyou prestnt it to them they revert to relighion I am regious but theres is apoint when a fct is a fact when you dont believe the fact you revert to religin that can be kind of ignorant"
"I have to preface everything that I don t really know all the major talking points cause i don t follow things real closely Just biwbecoming a single parent in the past two years and being a woamn and fulltime working person ive become alot more aware of theings that affect daily living and so being that im not overly involved iwth global parts of politics i fell that matters the most to me is the day to day when certain topics coming up topics debates health care elderly parent si need to think about these things tend to resonate with me now since the topics affedct me daily i become more involved in listening to in what each canditates says and their plans for a better future for our nation im not a political person i feel like a 4 year term is a starting point and i think that we should honor the oppurtunity to carry out his plans","the only thing would be as a registerd as arepublican i feel that i have been a part of that party for so ling that I don t feel i would vote against him because of that Im suppposed to be republican and have changed course I should honor that partybut im not","a little on the fence with his background with business i like that he is a business minded person i feel liek him knowing how businesses operate and part of this campaighn has been bashing what he has done to businesses he understands how what why those businesses are creating for us","again I think the campaigns media stuff has swayed me to think more about the issues for women of course and im not particularly thrilled about a govt taking over my utereus if you will or dictating those kinds of decisions i guess I guess i didnt see barack obama going down that path as much the path about making the choices for women with control","i think the deomcratic party seems more as if they have walked in the shoes of about anybody i feel that realte to all spectrums and classes of people And theyre realistic about controversial topics","","i like that i feel like they are business peoople i feel that republicans should be highly educated I like that thats probably all","i have a perceptin agaion not being overly involeved the preception that they are highter class wealthy good old boys club we can get things done with a handshake"
"I agree with his views on womans rights x abortion","","","Because of his views on taxes and womans rights x","I like their views on womans rights x I think they are fair on taxes","","","I do not like their view on womans rights abortion or taxes"
"","His handling of the economy xhis lack of expretience","His experiencer and his honosty x","","I think they feel very strongly for human rights x","I don t like their philosophies on the size of government and governments involvement in our life x","Their attitudes towards government role is in the rifht direction x their taxing policies are better for the county x","I think their messaging is they don t know how to get their messaging out they are week when it comnes to passing their policies x"
"He is there for the Am people","thye debt Am debt","That he shows care for the little towns He is there for everybody it seems","about the high tax for ther rich to give them a tax break We don t need that","","","They stand up for the Am people Bush repected the warriors who died for our country",""
"He tried his best to make changes with education and people who are first time home buyers","","","","They are for the people they try to help the lower economic social class compared to the republicans","","",""
"I like the way about his family values","","","that he is a republican","the fact that they more for the people","they all crooks","",""
"I think he is human you know he projects that he is human He is more with the poor people so that make me think we can get more help","","","he doesn t look authentic he looks fake I don t like it Obama is more like people I don t know","I don t know why that s my feeling the democratic party they are simple like you it s easy they act like you and me like normal person","","","the republican people they like idon t know they project when you are arrogante they don t act like simple person I don t like the republican party because republican people don t act like a simple person but they are better than anybody"
"t5o see a little change in the past 4 yrs and I think it takes a little longer to make changes So I think we need to go with him","","","I am not a fan of Paul Ryan and that is a big deal to me","I think they have a strong backing around the president that help","","",""
"I think he seems like a very honest and carryingman He is trying to do his best but no one in Congress is trying to back him He went into a big mess","","","He flops what ever he says and he is a liar","I think their honest and sincere about the country I just trust him","","","They are radicals I think they are for the rich They should pay their share of the taxes"
"","He is trying to distroy this country and lead us into socialism I hate Obama care I hate about the debt he is putting on the children of this country","He seems to be a very honest I think he will help to get the economy going and I think he will help get the country back to where the founding fathers had us going","","","I don t like their stand on health care taxes abortion tax laws","I would like the Republicam to go back to the more conservative way of doing things and not the progessive way","The way a big portion of what they call Rhinos which are people who do progressive things"
"his programs i feel that he hasnt been given the oppurtunity to do the things that he wants to do republicans came up with a secret vote by Republicans that state that whatever policies obama comes p with those in congress will vote no given anotherchance obama will be succesful no","","","","i like they way they re trying to improve the standards of the united states hopefully by working together they haven t been able to get the help which makes it difficult i like the way they re trying to straighten out the country no","","","i just dont like their attitude towards the democratic party no kind of understanding or working together stand offish and childish they dont let obama do his job no"
"Healthcare bill Bush messed up He got Osama Bin Laden He s made a change Jobs are coming even if slowly no","","","","They are for the poor people They understand what the world is about I don t know what policies they are pushing for no","","","They are too rich They worry about their money more than anything no"
"","How he deals with the people in the military He didn t send help to the seals fighting in Benghazi no","","He wants to take away Big Bird no","","","",""
"Gay rights issues AO No","I don t agree with all of his economic issues AO No","","Trustworthiness women s right to choose and gay rights issues AO No","Much more progressive socially AO They have a tendency to be more inclusive AO no","To an extent they spend too much or want to spend much AO Sometimes they are a little pragmatic and don t stick to their guns AO No","Traditional as in what it is right now as in conservative economic policies AO No","It s too tied to the peoples religious views They don t really separate conservative issues compared to social issues AO No"
"He done an outstanding job He was dealth a very difficult hand with the economy He was able to move us in the right direction and overcome the challenges of the economy but there s more AO I agree with him with him on womens issues Education policy healthcare reform and foreign affairs AO No I m very happy with his performance His stand on gay marriage AO He is pro choice AO Is handling of student loans Foreign policy with Iran ending the war with Iraq continuing to search for osama Bin Laden How he is handling Hurricane Sandy really I m very happy with his performance AO No","","","He is not pro choice he lies during campaig he switches his positions to curry favor with voters he d like to repeal healthcare reform he would like to continue the bush tax cuts and cut taxes on the weathliest at the expense of the middle class AO I don t think he is a sincere or honest person AO There is so much that I can t list it for you that I disapprove of with Mit Romney His support of candidates who would like to redefine rape as legitamite rape is very disturbing","I like that they are pro choice I like that they focus on education and increasing funding for education healthcare I like that they represent the middle class and the poor people AO I like the way they handle the economy foreign affairs environment gun policy crime policy drug policy mental healthcare AO No","","","They seem to represent the wealthy more concern about cutting taxes than educating and providing healthcare for the whole country They are more concerenced with cutting regulations for biuinsess than they are with protecting the environment they are more concerned with currying favor with their constinutuients than wit developing soud national and fornighn policy AO They don t focus enough on funding deucation or providing healthcare AO There is so much I can t list it all They are anti choice and anti gay marriage they seem to tread on civil liberties such as voting rights in order to win elections and most importantly I m very concerned about their selection of supreme court judges that seem to want to take us back 50 years AO no"
"","Bad economy AO Too much government spending AO No","I think that his background in business will help him balance the budget and improve the economy AO No","","They claim they want to help the poor and the environment AO No","They want to spend too much money and raise taxes to pay for it AO And they are a political party who is beholding to their financial cotributors and not neccesiarily their constituents AO No","They are a little better than the Democratic Party In that they claim they want to reign in the spending and lower taxes and get the economy going AO No","They don t always do what they say they are going to do And they are a political party who is beholding to their financial contributors asnd not necessarily their constituents AO No"
"I believe he is more for the people than for raising taxes Romneyis more for raising taxes Obama has done a good jobso far I think he should keep on","","","He is taking jobs away from the middle case and is raising taxes hurting the middle class and can t afford it","DEMOCRatic for our own country the Republicans are pretty much for themselves","","",""
"","he became president four years ago at that time the money spent in that country was about billions of dollard per year since he took office our deficit is now in the trillions he is messing up medicare i dont like him i feel he is very much anit jewish all ive seen him doing for his term is running around campaigning there s more to it than that no","he s trying to bring the government back to order i m not sure if he can do it but obama cant i dont know if barack obama is born in this country no","","","the democratic party is bent on spending money no","the republican party is more focused on running the government than figuring out how much more to spend no",""
"","","","","","","",""
"His health care bill no","Gay marriage no","","He s against healthcare no","","","They seem to have it together In terms of what they want to do no",""
"he helps old people with social security also he tries to help spanish people especially students who need to continue their education that s why i like him a lot also i think he cares about people a lot he tries to help small people and also people that need help with their houses because of loans no","","","i dont think he wants to help the spanish people i think he wants to take advantage when he gets to be president to gain money for himself no","i like everything about the democratic party they re liberal and the democrats help the people more than the republicans no","","","refused"
"Just about everything he does and the main reason is that he got Osama Bin Laden His plan on te economy is good the corporate bailouts new roads highways healthcare reform gives insurance to those who can t afford it He stand on internationalaffairs bringing the soldiers home How Everything Obama has been criticized for is Republicans trying to get him out of office Job growth is up every job A hell of a lot better than Mitt Romney who lies and changes his position Justallthose things and the healthcare gives pre natal care for people Others do very well He does things because he thinks its the right thing to do no","","","Lack of direction Lack of clarity His secrecy won t explain off shore accounts A lot of things He waits for Obama to say something and then takes the oposite position People can t give specific reasons why they are oposed to Obama or why they are in favor of Obama The budget the economy I ve tried to understand his 5 point plan but he hasn t given any substance of his plan Get rid of the deficit and balance the budget How does he get aay with not taxing the wealthy I m tired of him putting things against those who are middle class or poor It would take a lot for me to vote for hime and I would if he were not so vague I ve votedfor repulicans in the past no","Just about everything I like theri exconic platforms Everything economic There are only two kinds economic policies and moral policies I m proud to be a liberal don t think its a bad word no","I don t care for their moral platform I m against abortion and against gay marriage I m not going to prevent anyone from doing things I don t have to agree with them just let them do what they wan no","I like their persute of individual freedom and the right to go out and start a business For people to have the oportunity to earn money I m a strong Democrat but glad we have the two parties tobalance things out I see big difference between the Rep and Tea party which is almost sedicious no","Just about everything else outher than the persuteof happiness prosperity thing their stand on moralissues have allowed themselves influnced by too many Christians right wingers ther must be an absolute separation of church and staate and they want to keepit I want the freedom to not extend the freedoms to others If the Dems were not standing in the way this country wouldgo into upheaval There would be an economic war the erosion ofthe middleclass The rich are getting richer and the poor are getting poorer and they think that is OK Most of them have not earned their fortunes it was given to them they haveno concept of liveon the other side and don t want oto konw no"
"","I don t like what is going on in Libyia right now and losing the 4 Am Too many people on welfare right now and too many people not working It is not that I don t like Obama it is just that I don t like his policies","I just think that he would be the best to run our country and i like all his ideas and we ware going in the wrong direction right now 0 He could create more jobs get people off welfare get more people back to work","","","All the negativity The people that are the supporters the holiday elite some of them have gone over the line","I blike the ads on tv I really like the negative ads I feel they are more honest I think it is wrong to put the children in ads There moral standard is better",""
"I like when he gave the raise to ss and the economy Did not give him a chance to give him","yes because he didn t go through with his plan He didn t keep his promises The congress wouldn t let him keep it","talking about jobs","What he din t say about what he was going to do about jobs","tgere fighting to get us a job to keep ss going","","",""
"What he s done so far and whathis planning to do Healthcare no","","","I don t understand what he is talking about He is not sure what he is going to do no","","","",""
"He s tried four years is not enough to fix the country Contraceptives is a major thing for women and Romeny wants to take it away I don t want crack babies to pop out every where I use food stamps and go to school and soon will be off food stamps I don t know where Romeny stands but I could be wrong I m glad we arenot loosing people by the thousands in Iraq and Afghanisan The open carry law is OK but I don t know if Obama was in favor of this I don t know that I would do an open carry as someone might come up and take yuour gun no","I don t think there is enough interaction between thepresdent andthe people How hard did presidents have to struggle A bit more abut him and his hardships in life need to be know He should have gone through things to be able tofix things no","If he would act like helikes blackpeople Idon t know him and don t know where he stands Lowering the unemploy ent rate Not a 7 25 He might be able to help That is weher I see the difference no","taking away food stamps and contraceptives Some people don t have the ability to live withoutfood and contraceptives He is against abortion which Iam against but whhat about if a person ir raped no","They are not as into money as the Republicans I don t know much about the differences To me it s always been about class and what class you fall into no","They could show they care more about the higher issues Republicans are more concerned about the debt and what each thing like a museum would cause no","",""
"","","","","They are for the people that are lower class no","","",""
"","economy no","","","","","",""
"","don t like his policies and what he wants to do","Real world expieriance has not spent entire life in public office liked mass as governor blame him on healthcare changed policy on health care nothing else","taxation of upper class his is the opposite of Obama flat tax like fForbes Fox news no federal Income tax","womans rights abortion more family orientated","","small government and lower taxes no other mentions",""
"Hes fighting for th middle class mpoints of view moretoard the middle class made banks moreableto help peoplewith mortgages helped with lower cost school loans helping with immigration reform no","","","he doesn t have an understanding of people hegeneralizes supports companies rather than employees nottrusworth hd doesn t have his facts straight he needs to domoreresearch beforespeaking no","work toward balancing people rather than just the rich togetahead the lower classes o","","","tend to acquse tend to makethemselves lookbetter than other parties come off as being betterthan others around them that makesthem unfavorabletous anti immigrant no"
"he s trying for the middle class he is not trying to give the wealthy more he s trying but he is not going to get anywhere because of the House of Representatives they need to get rid of those old farts no","he lied about what happened in Libia no","","he wants to take social security from the elderly I would nt vote for him for anything he wants to take money from the poor and give it to the rich if he is elected we are in trouble I like nothing about him I feel he is standing up there and telling lies to the people If he is elected he will make us go further down than we are I wanted Hilary Clinton no","they are really trying for the people but are not getting anywhere no","don t help people in africa they haven t put up a fence to keep out illegals let the people in other countries fend for themselves no","","i feell they are not for the people i fell they are for themselves they are up there lying to you they are too two faced i don t believe in this bickering back and forth i don t feel in my heart they are for the people even though they saythey are i feel they are a joke on social security and health care issues i would like to see them out in the real world and work as a real person they are born with that silver spoon in their mouths no"
"Whether we like it or not he faces the issues that everyone else is trying to throw under the rug He is not trying to play with our social security No","","","I think he is shifty He tries to be what he thinks everyone wants himto be He is evading all the issues No","","The same thing I said for the Republicans Neither one of them trips my trigger They don t do anything They don t do what they were elected to do No","","What I don t like about both partiea is that they won t get off their ass and do their job They are more interested in their own interests rather than the interests of the people The people are the ones that suffer when they won t stop screwing around Literally No"
"He is for the average Joe and the middle class I think he has great ideas Uniting our nation helping the middle class he wants to get us out of debt Our debt is too great and he cannot do it Reduce the deficit in one term No","","","I feel like he isfor the rich people and not the iddle class NO","More liberal They help the middle class more open to ideas and change No","","They value a strong military It makes me feel safer No","The middle class suffers when the Rebulicans are in office The Rebulicans are too quick to go to war No"
"","lI fell like the insurance program will make the elderly insurance progrgo go down hill","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","He wants to regulate birth control That s ridiculous I think he is too religious to be in office I m religious but I don t think that should govern the country Especially one founded on freedom of religion","They seemed to be more for the general people they are more anti war","","","They kind of support the rich only they re more religious and I just don t feel that should have a place in politics"
"","","I think heis steady and means what he is saying","","","","I know some people in the Republican party and I know they are doin a good job for the country",""
"he kept his word attentive domonant straight up man for all classes of people made more jobs here not overseas made better health care system cares about all people treats everyone the same no","","","says a lot of incorrect things all about money not for the middle class lies about medicare medicaid makes it harder on us meaning poor and middle class no","courage just about everything no","","","think they are greedy and unfair try to take from everyone no"
"","the fact he has triplet our deficate and sending all our jobs over seas","not getting rid of the coal companies if we have the resorces we should be able to use they","the stuff i hear about him in MA the exports the unemployment rate and such","","they are raising the defficet","","they are for the upper class and not the middle class"
"I feel that he hs done a great job and really can t blame the pres cuz one pres takes over for another pres You always have things that won t be done trying to cleanup what the other started need people to back you and he has not had the backing","","","I just think he is crooked","","","",""
"i trust him more that other sike","","","His viwes on womens issues would be the main thing","They are more for the common man the middle class","","","I don t think they make much effort to get things done"
"His look on the war That he is going to withdraw the troops I would have to say ihis outlook on the economy Well yeah I thnk what he thaought was one scenario and wonce he got in it was another scenaroioar I believe he will in his nex term workon eliminating the debt bringing ack jobs to the US and I would have to say his whole outlook on job securitiy making jobs available where they werent before Getting us back in the green instead of the read we are at 7 8 right now","Sczred as hell of our national debt You can only make so much money and only borrow so much money","One big factor is the amount of jobs he has created in the state of mass He seems to be very good at making money an d drumming uup usiness he is very caring Shres in peoples thoughts and beliefs","The fact that he in also saving companies he took the jobs form the people who were in the plant and outsourced them across the pongd I just dont feel he has enough big polictics experience","I would have to say the outlook for america to get on the right thrack in favorabel To bring our economy back and we can ravel and be he he s an american HWe are not looked on favorablely The inflation trying to bring b ack money into the country The jobs unemployment in finally going down i thingk they have a good sence of swhere we need to be","the fact that we are still in afganistan people are getting killed and mainmed evey day our dfabt has more than doubled since bush left","I have to say yes I like two things I like their outlook on the to reduce the debt and I also like the fact that they are big on their getting our economy ga back on the right track","they 5 point plan might work in business but wornt work in governmnen tand the cutting of certain programs that the goverment jelps people out twot the want to cut health care and the want to cut into socail security"
"I think that he is for the people he doesn t hide he s always out there no","","","he s rich I think that he is for the rich people that s all no","","","",""
"He is strictly for the middle class and the poor He s great about the military and bringing the troops back","","","Everything","Everything","","","I hate everything about them"
"","","","","","","",""
"","","","","","","",""
"","Him cutting into the Social security disability His handling of government When he starts taking money from social security and puts into other funds Part D has increased because of this No","His position on jobs No","His companies overseas No","","","","That they can t come to an agreement on anything No"
"i like how he is looking out for less fortunate people i think candidates deserve at least 2 terms in office to get things done no","","he appears to be a man with goals and hits his targets no","he reaches his goals by any means i think he walks on people to get what he wants no","i think the Democratic party are for the working people i think they offer hand ups to all walks of people no","i don t like the wasteful spending with the money they get they need to spend more wisely no","i like the philosphy that people should help themselves people should be ready to work no","they seem to be strongly in support of keeping people at the top at the top and that people at the bottom at the bottom i am not happy in the way they have stalled things in Congress they haven t been willing participants no"
"","the amount of money that he borrowed the country is in debt he isn t too truthful he makes a lot of excuses in a way he is for the people he gives out a lot of free money and I don t think that that is what America is all about I am from another country and working hard is what it s all about not getting free things One thing that really bothers me is the way he has been dealing with Israel One thing that bothers me about him is he has become a celebrity his wife is on the Disney show he acts like he is a movie star not taking his job seriously no","I like how he was able to make a lot of money by working he is a business man and the reason I am going to vote for him is that he has good ideas on how to get the economy going again and get more jobs he is very likeable he has a good head on his shoulders he has a good testimony he has a lot less baggage I think that he is going to do a good job at first I didn t like him but now I think that he is the man for the job no","","","I just have a feeling that instead of creating jobs they just want to take money from people who are working really hard and give it to someone who doesn t want to work Some people work hard to have a nice life and instead have to give it to people who want things for free and that s why the economy is the way it is that s all no","basically they give you the tools to go to work they help you to achieve your goals they like to create jobs they like to see the economy moving people working they tend to be more conservative I like the idea that many of them don t support same sex marriage or abortion many of them are Christian and I like that they have more principles than the Democrats do Joe Biden used the F word on national tv and so what are the kids learning now you don t want your kids watching because you never know what is going to come out of their mouths no",""
"","","","He is a Republican that is the easist way I can answer that question His political views and his lack of concern for the middle class people of americal","","","","They lean toward big business rather than the common person"
"he is more for the middle class","","","he is irrating to listen to","","","","they are a bunch of crooks"
"Women s issues","Education policy","","Women s issues","Its inclusivity","It has given up on too many core values","","Its movement toward the right on social issues"
"","","","","","","",""
"","He is anti Second Amedment","He s not Obama","","","Most members do not support the Second Amendment","Most members support the Second Amedment",""
"heath care for all","","","increase in military spending","caring for the average american","too many social programs","smaller goverment","abortion and tax loop holes for the rich"
"","","","","","","",""
"","Liberal views Healthcare Weak foreign policy Lack of concern about deficit Immigration policy I dislike almost everything about Mr Obama","Conservative Healthcare Tax policy Foreign policy Business background Honest leadership","","","Liberal views on economy foreign policy health care immigration almost everything","Conservative position on economy budget foreign policy and healthcare",""
"i think he is for the people the middle class and not only for the rich","","","i feel that his job is to help the rich to get richer","i believe they try to be fair","","","i don t believe they consider everybody in their decisions"
"no matter how much pressure he is under his ability to stay focus","","","his fews about minorities","","","",""
"I think he has gotten the country back on the road from the disaster left him by the previous president Also although I trust no politician I distrust the President a lot less than I do the other candidate","","","Basically he is rude lies doesn t know how it is to be a middle income person although he says he does he has alienated our strongest foreign allies he is like my favorite shoe a flip flopper on the issues Also depending on what day of the week it is and what group he is talking to he is against choice for women He doesn t have a uterus so he needs to back off","The party is more inclusive and pro rights for women It also has more concerns in caring for others i e the intellectually disabled elderly","We sometimes don t stand strong I also think the party has been a bit too accepting of illegal aliens","","They are the party of I got mine you get yours basically for old white men although the Ann Coulter s of the party try to present it as a pro woman party When the best you have is Ann Coulter and ex party member Sarah Palin nothing else needs to be said"
"","Socialist ameture","Good business man","","","think they know all the answers to smug all they want is more power and stay in office","for smaller govt less regulations","have a tendicy to also spend to much money"
"","","nome","","","","",""
"He is more moderate that Romney","","","He seems rather intent on going to war and favors tax cuts for the wealthy","More inclusive more progressive","Sometimes too little emphasis on personal responsibility","Stance on affirmative action and 2nd amendment","They are basically the party of the wealthy and those who mistakenly think they will one day be wealthy"
"","While campaigning for office in 2008 he said if he didn t cut the federal deficit in half wihtin four years he should be a one term president He hasn t cut the deficit","He takes a strong position on national defense","","","They seem to forget the past and want to keep persuing socalistic solutions to our nations problems They could learn of things that don t work from Rome or much more recently things that do work from Truman and Kennedy","They seem to support buisnesses as a means of producing jobs and wealth instead of the federal government as a means of producing jobs","They seem unwilling to bluntly challange Democrat s ideas for fear of being unliked Republicans stand up for your beliefs"
"","economy energy foreign policy taxes moral issues","economy taxes foreign policy moral issues energy","","","health care economy moral issues energy taxes","moral issues foreign policy taxes economy energy",""
"","I do not trust him The national debt is unbelievable No energy policy and what little he has is wrong","I am voting more against Obama than for Romney Hopefully he will cut spending Hopefully he would support Warren Buffet s plan on reducing the debt","","","Too Liberal","More Conserative",""
"","","","","","","",""
"","He apparently has made no major changes the past four years and keeps escalating the loss of our troops","He sems to have no skeletons in his closet he inerited money and made more he gave large to charity he seems to know about government and apparently did OK in Mass","","","They seem to want to give money to people who don t try to work","They appear to care about the middle class","They appear to be over protective of the super rich most of whom could afford a larger tax even though that may sound dicriminatory although they have come to donating large amounts to charity"
"","His history as president","","","","They spend too freely","","Too pushy with religion"
"His support for Unionism","liberal policies on programs that are abused","His desire to make everyone responsible","His stand on right to work","","they dislike people of a different party","","They dislike people of a different party"
"","","","","","","",""
"","I don t think he has done a good job in the 4 years he has been precident even though I didn t vote for him I was really hoping things would improve especially the economy and now with the problems with our embassey in Lybia I think he should have taken responsibility instead of Hilary Clinton","I don t think he can do much worse and woulde be better for the economy","","","","",""
"","In my opinion I believe he is a total fraud He is trying to take this Country down the road to Socialism and beyond He has set back race relations 50 years and has created an atmosphere of class warfare He has disrespected our Country by bowing to foreign dignitaries and for apologizing for Americas so called mistakes He has made a mess out of the middle east and I fear I will never be able to visit some of those country s which I enjoyed so much I am a veteran and his ideals are not the ideals I once was willing to die for","He is man of strong principles who has worked in the private sector and knows what it is like to bring a pay check home He was a strong businessman who rose to the top by hard work and perseverance He maintained a sound family life and maintained his strong christian beliefs while helping others","","","They used to be a party that had the interest of the people at heart but they have moved so far to the left and abandoned the strong principles that this country stood for There only interest seems to be in their self s and how much money they can stick in their pockets There are no more statesman s no more Harry Truman s no more JFK s","I believe that some of them have the interest of this country at heart and will try to do the right thing to get us back on track","Many of them too have fallen into the pit of greed and have put themselves ahead of the wishes of the people They have become too moderate and lost their belief in the conservative approach The growth of the federal government under both administrations is shameful"
